thumb,index,middle,ring,little,result
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
1,1,1,1,1,paper
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
0,0,0,0,0,rock
